id1,id2,similarity
00000001,02250001,0.018859633345659703
00000001,00030002,0.0158523191599935
00000002,02250001,0.014702889942578054
00000003,03500003,0.014330942073132064
00000003,03790003,0.014150222829951722
00000002,00030001,0.01410033601684226
00000003,03980002,0.013434221185793049
00000002,00560003,0.013130340912824763
00010001,00580001,0.013107839662575534
00000003,03400003,0.012951054318503531
00010001,00520001,0.012878196054303558
00000003,03580003,0.012784713278380811
00000003,03960002,0.012526949207326782
00000003,02800003,0.01237131695364626
00000001,03050002,0.012262087144342218
00000002,03990001,0.012044140776186946
00000003,07250001,0.012014166729377943
00000003,07400001,0.012014166729377943
00030002,04060001,0.01195361844289236
00000001,03050001,0.011839542547362416
00000001,00030001,0.011795653124715958
00030002,04190001,0.011760878175240602
00000001,02280003,0.011723472660182347
00010001,00500001,0.011718289711897365
00010001,00070001,0.011713985429014707
00030002,03220002,0.011649258074367118
00000002,03050001,0.011625990659966915
00000001,03550002,0.011508794210761819
00000001,03990001,0.011434225332367803
00010001,00020002,0.011431527789430755
00000003,07230002,0.011318111093332537
00010001,00090001,0.011314995269304346
00010001,00280001,0.011047849853355033
00010001,05780001,0.01103974035317702
00000001,03500003,0.010930483784319753
00030002,03840002,0.010915465188508548
00010001,00500003,0.01083537149620747
00000003,03830002,0.010833445121011297
00000003,04130001,0.010833445121011297
00000003,04150001,0.010833445121011297
00000001,03790003,0.010711051982989406
00000003,04110001,0.01069300759602308
00000003,03980001,0.010685217972022716
00010001,00650002,0.010612911166098797
00010001,00570002,0.010603529585839266
00000003,04140003,0.010589183282417376
00000001,00560003,0.010569025318021449
00000002,03550001,0.010563553387482506
00000003,02880001,0.01054245139985564
00030002,03400003,0.010515739953979197
00070001,00170001,0.010352527117014865
00000003,04050001,0.010330464197807204
00060001,00200002,0.010326310204967867
00000002,03550002,0.01029451589574038
00030002,02730001,0.010264629497324321
00030002,03010002,0.010259109193859375
00070001,00220001,0.010258632240807366
00030002,01240001,0.010228866518099206
00000001,04060001,0.010175799450296284
00030002,01460002,0.01015732099418871
00030002,06350003,0.010153474942207337
00060001,00200001,0.010126101139719445
00060001,00220001,0.010123743829549867
00010001,00060001,0.010105099292823454
00030002,00740001,0.010103282850064314
00020002,00060001,0.010098303446190894
00070001,00590001,0.01007895793762153
00020002,00650002,0.01006589771661893
00030002,03980002,0.010063504991520589
00060001,00070001,0.01004902302783553
00070001,04270002,0.010042786352194156
00070001,00090001,0.010038434509079257
00030001,00030002,0.01003109001164498
00020002,00600001,0.010019754829735567
00060001,05780001,0.00999801598819082
00020001,00020002,0.009995366527784514
00010001,00130001,0.009939345664799147
00000002,03050002,0.00991630094859732
00030002,03250003,0.009904182445147935
00060001,00120001,0.009899693398930483
00070001,00130002,0.009894587674432192
00070001,00580001,0.009894300857945916
00000003,03820003,0.009881102903327846
00030002,03500003,0.009878351990148177
00000003,02430002,0.009869751686951042
00060001,00500003,0.009861359244279453
00060001,00270003,0.009828469688553169
00070001,00210001,0.009825639723195105
00010001,04330001,0.00982271274500576
00030002,03660001,0.00978446511623046
00000001,00560001,0.00978187067231405
00000001,03820003,0.009775701528452772
00000003,02760003,0.009766581736629257
00010001,00070002,0.009750845774578942
00010001,00200002,0.009742604277983841
00000001,03550001,0.009722878815403945
00000001,03400003,0.009717173550356535
00000001,03800002,0.009705646531182143
00070001,05780001,0.009693492982512191
00030002,02850001,0.009677704215123362
00020002,04270002,0.009668515215489452
00000001,03840002,0.009666515824022684
00030002,02250001,0.00965467478156696
00010002,00070001,0.009624214203381722
00010001,00220001,0.009617306455669787
00030002,01980003,0.009611680679423331
00000003,01980004,0.009587219693122952
00070001,00320002,0.009578573320788155
00060001,00100001,0.009574499713178457
00030002,04130002,0.009553658458896754
00070001,00540001,0.00954895690875833
00090001,00220001,0.009545064147649046
00000003,04060001,0.009531316809824516
00060001,00070002,0.009530860771860692
00070002,03460001,0.009509808658923405
00090001,00570001,0.009506404848881512
00090001,00350001,0.0094963153525552
00090001,00540001,0.009495134171145824
00010002,00200001,0.009489286254681404
00070001,00630001,0.009487934429941428
00070002,04600001,0.009484953259801403
00030002,02710001,0.009481910856206307
00010002,00070002,0.009480167534650145
00000003,03150002,0.009476636907333325
00060001,00540001,0.009473625170792971
00090001,00500003,0.009466503807055273
00070002,03120003,0.009466354761524734
00000001,01460002,0.009456282513366075
00010001,00350001,0.009451598595211162
00000001,00930001,0.009449312532811114
00030002,03550001,0.00944713856326978
00000001,01980002,0.009444322472252006
00080002,00090001,0.009427876121885394
00010002,01190003,0.00942533311396116
00000002,03640002,0.009415341838067642
00010001,00150001,0.009414717621680514
00030002,02280003,0.00939694432981531
00030002,02670002,0.009377791222229441
00060001,07930002,0.009377417517080598
00070001,00650001,0.009370291289579618
00030002,02760003,0.00936852515203697
00010001,00100001,0.00936463757612269
00090001,00180001,0.009332382095656348
00000001,04050001,0.009322098149164666
00030001,02670001,0.009303808618884989
00030002,03140002,0.009303527294047167
00000003,07250003,0.00925527751780733
00000003,02280002,0.009240750049527183
00020002,00500003,0.009240077765766791
00030002,03510002,0.009211541469998185
00070001,00180001,0.009206806428355885
00010001,00170001,0.00920154265120571
00060001,05780002,0.00919219272354406
00010002,00020002,0.009188521582636475
00010001,00130002,0.009180699993352902
00020002,00200002,0.009180296178577045
00010002,00200002,0.009178324555225333
00070002,00590001,0.009170286123673488
00000001,04130002,0.009168217470968978
00060001,00210001,0.009161976761913097
00070001,00080002,0.009158462176030545
00010002,00090001,0.009154564078072216
00010002,00150001,0.009154511009062179
00060001,02800001,0.009150905037019165
00070002,04270002,0.009145909819928038
00020002,04330001,0.00914244772241645
00020002,00070001,0.009141096640079293
00020002,00270003,0.009137717813983388
00000003,07180001,0.009135444153052981
00070001,00640001,0.00913170112907543
00070001,00580003,0.009124270006886084
00030002,02780002,0.00911828687068815
00000001,00000002,0.009104215033735163
00020002,00280001,0.00909811164483602
00010002,00650002,0.009097152454968673
00070001,00150001,0.009088930923098707
00000003,06440002,0.009081885106448435
00020002,00540001,0.009078263801441238
00000003,04140002,0.009068581563198407
00060001,00580003,0.009063870719241432
00070002,00500003,0.009063571753426205
00030002,06900003,0.00906012159884271
00090001,07410002,0.009059345722982056
00060003,00070001,0.009049690028508126
00000002,02670003,0.009040402194162557
00030002,03550002,0.009033335511169959
00070002,00880003,0.009023319558874008
00030002,03050001,0.009014999596955127
00000001,02940003,0.009006948101268519
00060001,00300003,0.008995636424531009
00070002,01190003,0.008979993288573131
00020002,00200001,0.008977771604098574
00030001,07860003,0.00897521114226667
