id1,id2,relation,response
00000002,01980004,1,"Claim 1: President Donald Trump fired James Comey on May 9, 2017. Claim 2: President Donald Trump fired James Comey on May 9, 2017.  Output: 1  Explanation: Both claims state the exact same factual event: President Trump fired James Comey on May 9, 2017.  There is no contradiction or alternative interpretation."
00000002,03150003,1,"Claim 1: President Donald Trump fired James Comey on May 9, 2017. Claim 2: President Donald Trump fired James Comey on May 9, 2017.  Output: 1 Explanation: Both claims state the exact same fact: President Trump fired James Comey on May 9, 2017.  There is no contradiction or differing information."
00000002,03450004,1,"Claim 1: President Donald Trump fired James Comey on May 9, 2017. Claim 2: President Donald Trump fired James Comey on May 9, 2017.  Output: 1 Explanation: The two claims are identical and therefore directly support each other.  They both state the same factual event."
00000002,00030003,1,"Claim 1: President Donald Trump fired James Comey on May 9, 2017. Claim 2: James Comey was fired by President Donald Trump on May 9, 2017.  Output: 1  Explanation: Both claims convey the same factual information: that President Donald Trump fired James Comey on May 9, 2017. They use slightly different wording but express the same event."
00000002,04050002,1,"Claim 1: President Donald Trump fired James Comey on May 9, 2017. Claim 2: James Comey was fired by President Donald Trump on May 9, 2017.  Output: 1  Explanation: Both claims state the same factual event: President Trump fired James Comey on May 9, 2017. The wording is slightly different but conveys the identical information."
00000002,07250001,1,"Claim 1: President Donald Trump fired James Comey on May 9, 2017. Claim 2: James Comey was fired by President Trump on May 9, 2017.  Output: 1  Explanation: Both claims convey the same factual information about the firing of James Comey by President Donald Trump on May 9, 2017. The wording is slightly different, but the core content is identical."
00000002,06470002,1,"Claim 1: President Donald Trump fired James Comey on May 9, 2017. Claim 2: On May 9th, 2017, President Donald J. Trump fired James Comey.  Output: 1 Explanation: Both claims state the same factual event: President Trump firing James Comey on May 9, 2017. The wording is slightly different but conveys the identical information."
00000002,00930006,1,"Claim 1: President Donald Trump fired James Comey on May 9, 2017. Claim 2: President Donald Trump fired FBI Director James Comey on May 9, 2017.  Output: 1 Explanation: Both claims convey the same factual information about President Trump firing FBI Director James Comey on May 9, 2017. The second claim simply clarifies Comey's position as ""FBI Director,"" which doesn't change the core meaning of the first claim."
00000002,04150001,1,"Claim 1: President Donald Trump fired James Comey on May 9, 2017. Claim 2: President Donald Trump fired FBI Director James Comey on May 9, 2017.  Output: 1  Explanation: Both claims state the exact same event: President Trump firing FBI Director James Comey on May 9, 2017.  The only difference is the explicit mention of ""FBI Director"" in Claim 2. This is a minor rephrasing and doesn't change the core factual content."
00000002,02490002,1,"Claim 1: President Donald Trump fired James Comey on May 9, 2017. Claim 2: President Donald Trump fired FBI Director James Comey on May 9, 2017.  Output: 1  Explanation: Both claims state the same factual event: President Trump firing FBI Director James Comey on May 9, 2017. The wording is slightly different (""fired"" vs. ""fired FBI Director""), but the core information is identical."
