id1,id2,similarity
00040003,00300003,0.007375924072640967
00040001,06560003,0.007375816155621438
00860003,05320003,0.007375628553550287
00860003,07060002,0.0073755638081480085
00860003,06120003,0.007375256698006106
00860003,02700001,0.007374488204712264
00030001,03010001,0.007374252543394735
00020002,05800002,0.007374018556566473
00860003,01410002,0.007372740188645219
00860003,05380001,0.007372682958658032
00080002,01160001,0.007372503809659447
00060002,00680002,0.007372235102485272
00020002,00120001,0.007372022804495836
00040001,00150001,0.0073708446070613045
00010001,00300003,0.007368698950599044
00470001,02610002,0.007367736339007608
00010002,05780001,0.007367132557013047
00090002,00240003,0.007367106883977734
00180002,00280001,0.007367036491089152
00860003,02500001,0.0073658358783958225
00130001,00610001,0.007364244221063968
00030002,07110002,0.0073641614703871625
00090001,04330003,0.007364159815392595
00030002,01360001,0.007363471402167379
00860003,03840002,0.007363236444425069
00470001,03140003,0.007362528352632034
00060002,00080002,0.007361947752817572
00070001,07220001,0.007361456547569437
00710001,00860003,0.0073603817479244455
00860003,08070003,0.007360246180109052
00260002,00860003,0.0073600626755337215
00470001,02490002,0.007359829588320763
00130001,01190001,0.007359162643715398
00280001,03460001,0.007358142212804982
00470001,07110001,0.007358110819418425
00090001,06020002,0.007357929073497781
00860003,02610001,0.007357842334291648
00860003,03470003,0.0073578018566953125
00410001,00470001,0.007356252477863669
00090001,00200003,0.007355679472136615
00240003,06620002,0.007355217994964611
00000002,03430002,0.007355136272484814
00070002,05160003,0.007355037217368195
00860003,01580003,0.00735394366113419
00170003,00280001,0.007353866092893952
00040001,00080002,0.007353707660721813
00040001,00100001,0.007353316560524776
00070002,04560002,0.007352759685838263
00860003,05290002,0.0073519843267756
00020002,06650002,0.007351583513768851
00070002,04560001,0.007351414459658811
00260001,06470003,0.007349698794234901
00090001,02870002,0.007348629896979466
00060001,00200003,0.007348561504732789
00260001,03320003,0.007348249223783992
00030001,03430001,0.0073480827946484665
00070002,01170002,0.00734793696937515
00860003,02510002,0.007346941887008034
00040001,00590001,0.007346544917772864
00860003,02820002,0.007345928959163826
00060003,00280003,0.0073458021569775146
00140003,00170003,0.007345069424893258
00070002,00970003,0.007343142790266526
00240003,05320001,0.0073422436012485935
00860003,02780002,0.007342118571361032
00260001,04030002,0.007341921164418659
00070002,04300001,0.0073416670186117125
00090002,03210001,0.007340817526201844
00070002,00960002,0.00733931803114193
00080002,00680002,0.007339306524228693
00060001,01220002,0.00733894982781419
00860003,02550001,0.007337888162594416
00470001,07400002,0.007337603898818634
00060003,04330002,0.007337557892879447
00030002,01030002,0.007336687174970182
00000003,00470002,0.00733588235544329
00000001,02780001,0.007334570385508135
00470001,02650001,0.00733440785870342
00090001,01160001,0.007333545273865998
00470001,02550001,0.007332409696154099
00860003,05380003,0.007331901917911696
00060001,05770002,0.0073318617252227745
00060002,01190003,0.007331274470069426
00090002,06000001,0.007331009579889838
00090002,02870002,0.007330347848136435
00060003,00200002,0.007330266677374535
00130001,05890003,0.0073299830037808645
00030002,04940001,0.007329855111884977
00570002,00860003,0.007329758376107779
00000001,07330002,0.007329223915976961
00440001,00860003,0.007328754278396267
00240003,03470003,0.007328147854686281
00860003,04940001,0.007327621003133605
